Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Normandie;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;"Crit'Air
4";"Crit'Air
5";Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;50294;Martinvast;189;3;4;285;53;191;77;99;32;10;1;18;31;994
;50295;Maupertuis;10;0;0;33;2;18;7;7;1;0;0;2;2;83
;50296;Maupertus-sur-Mer;32;0;0;49;4;42;15;20;1;1;1;3;6;175
;50297;La Meauffe;97;4;0;196;29;129;39;73;35;0;0;17;12;631
;50298;Méautis;38;0;0;142;14;87;26;70;22;0;0;7;16;422
;50299;Le Mesnil;8;0;0;39;6;33;5;22;10;1;0;4;3;132
;50300;Le Mesnil-Adelée;11;0;0;32;3;28;6;11;4;0;0;5;8;108
;50302;Le Mesnil-Amey;22;2;0;55;10;36;9;21;8;0;0;5;7;176
;50304;Le Mesnil-Aubert;14;1;0;24;2;26;16;24;5;0;0;4;3;119
;50305;Le Mesnil-au-Val;87;4;1;137;20;99;35;56;17;2;0;16;21;495
;50310;Le Mesnil-Eury;10;0;0;22;5;14;6;15;2;0;0;1;7;82
;50311;Le Mesnil-Garnier;13;0;0;31;5;22;18;32;6;0;0;8;7;142
;50312;Le Mesnil-Gilbert;8;0;0;19;2;23;6;17;6;0;0;1;9;91
;50315;Le Mesnillard;15;0;0;41;3;37;16;18;8;0;0;7;9;153
;50321;Le Mesnil-Rouxelin;57;3;1;100;19;51;34;33;13;2;0;6;6;326
;50324;Le Mesnil-Véneron;6;0;1;20;2;13;2;10;3;0;0;1;1;60
;50326;Le Mesnil-Villeman;12;0;0;46;3;41;15;18;11;0;0;11;12;169
;50327;La Meurdraquière;9;0;0;27;4;35;7;18;4;0;0;7;5;116
;50328;Millières;35;3;0;156;13;92;33;59;31;0;0;10;29;462
;50332;Les Moitiers-d'Allonne;66;3;1;167;23;92;27;54;17;3;0;9;19;480
;50334;Montabot;8;0;0;50;4;41;19;27;7;0;0;9;10;176
;50335;Montaigu-la-Brisette;27;2;0;101;5;77;14;61;22;1;0;11;6;328
;50336;Montaigu-les-Bois;11;1;0;40;5;36;10;19;5;0;0;2;5;135
;50338;Montbray;14;0;0;61;5;33;18;33;13;0;0;8;9;194
;50340;Montcuit;7;0;0;36;5;33;8;13;8;0;0;5;6;121
;50341;Montebourg;132;2;0;372;57;270;118;153;55;3;0;21;34;1216
;50342;Montfarville;81;1;0;152;29;103;47;60;19;4;0;11;27;534
;50345;Monthuchon;77;4;1;194;24;92;40;55;15;1;0;10;19;531
;50347;Montjoie-Saint-Martin;19;1;0;58;6;25;16;25;7;1;0;5;11;174
;50349;Montmartin-sur-Mer;174;7;0;305;55;162;95;104;39;4;0;26;35;1006
;50350;Montpinchon;40;1;0;94;16;62;26;54;18;1;0;18;16;346
;50351;Montrabot;3;0;0;14;3;11;7;4;2;0;0;1;3;48
;50352;Montreuil-sur-Lozon;15;0;0;46;7;30;19;29;11;1;0;4;7;168
;50353;Le Mont-Saint-Michel;6;0;0;15;3;2;2;0;0;0;0;0;1;29
;50356;Moon-sur-Elle;56;1;1;145;20;93;32;75;32;2;0;19;16;491
;50357;Morigny;4;1;0;11;1;8;4;7;1;0;0;2;3;43
;50359;Mortain-Bocage;264;11;1;626;102;367;182;225;69;8;1;53;103;2011
;50360;Morville;21;1;0;48;5;37;12;25;6;0;0;2;7;165
;50361;La Mouche;8;0;0;46;5;26;14;21;7;0;0;8;10;145
;50362;Moulines;16;0;0;64;9;30;24;23;7;0;0;5;7;185
;50363;Moyon Villages;82;1;0;267;37;199;65;134;37;0;0;33;45;901
;50364;Muneville-le-Bingard;47;2;0;125;22;78;39;61;27;2;0;8;16;427
;50365;Muneville-sur-Mer;26;2;1;96;11;60;29;28;11;1;0;10;12;287
;50368;Nay;3;1;0;16;2;4;3;6;0;0;0;2;1;38
;50369;Négreville;65;2;1;151;21;111;34;76;18;1;0;17;22;520
;50370;Néhou;26;2;0;96;10;70;32;74;16;1;0;13;18;358
;50371;Le Neufbourg;46;0;0;78;14;60;13;37;7;2;0;5;14;276
;50372;Neufmesnil;15;0;0;29;0;24;4;11;3;0;0;5;4;94
;50373;Neuville-au-Plain;7;1;0;16;4;7;9;8;3;0;0;3;4;62
;50374;Neuville-en-Beaumont;3;0;0;4;3;6;1;3;1;0;0;1;1;23
;50376;Nicorps;44;3;0;91;10;70;18;29;16;2;0;6;13;302
;50378;Notre-Dame-de-Cenilly;32;5;0;89;14;100;32;55;27;1;0;10;21;386
;50379;Notre-Dame-de-Livoye;9;0;0;27;2;20;0;11;2;0;0;2;1;74
;50382;Nouainville;82;1;0;139;37;78;24;38;4;3;0;3;6;415
;50384;Octeville-l'Avenel;6;0;0;35;6;24;10;9;7;0;0;3;6;107
;50387;Orglandes;24;0;0;68;10;48;15;36;12;2;0;2;8;225
;50388;Orval sur Sienne;113;5;0;241;36;167;74;104;34;0;0;22;34;828
;50389;Ouville;27;2;0;84;13;50;27;37;21;0;0;6;15;281
;50390;Ozeville;8;0;0;27;3;18;5;12;5;0;0;5;0;84
;50391;Grandparigny;218;5;2;566;72;343;167;201;103;6;0;46;82;1810
;50393;Percy-en-Normandie;145;2;0;465;60;316;124;241;76;6;0;46;76;1558
;50394;Périers;177;9;2;421;65;244;121;158;60;2;0;39;63;1361
;50395;La Pernelle;20;2;0;47;12;30;14;19;9;1;0;7;6;168
;50397;Perriers-en-Beauficel;18;0;0;37;10;28;9;15;8;0;0;7;9;142
;50398;Le Perron;9;1;0;38;0;26;9;18;11;1;0;2;2;118
;50399;Le Petit-Celland;5;0;0;35;5;23;16;11;4;0;0;8;10;118
;50400;Picauville;182;4;1;641;53;421;150;299;98;8;0;66;90;2012
;50401;Pierreville;46;3;0;133;9;111;33;77;25;1;0;11;17;467
;50402;Les Pieux;340;10;2;673;108;425;184;228;71;22;1;36;53;2152
;50403;Pirou;134;2;0;311;55;231;77;121;48;2;0;20;52;1054
;50405;Le Plessis-Lastelle;12;1;0;37;4;36;14;22;10;1;0;10;6;153
;50407;Poilley;75;7;1;232;29;133;47;72;26;2;0;11;25;661
;50408;Pontaubault;59;4;0;98;20;76;38;45;8;2;0;7;12;368
;50409;Pont-Hébert;192;12;4;410;67;261;102;162;53;2;0;26;48;1340
;50410;Pontorson;364;12;0;750;154;607;274;379;127;10;3;67;128;2874
;50411;Ponts;63;3;0;146;12;86;30;42;18;0;0;4;31;435
;50412;Port-Bail-sur-Mer;311;5;2;536;112;346;157;254;73;9;0;37;94;1935
;50413;Précey;38;0;0;88;11;82;23;44;11;1;0;12;6;317
;50417;Quettehou;178;4;0;339;52;250;110;130;48;5;0;23;34;1172
;50419;Quettreville-sur-Sienne;238;10;1;566;86;414;170;325;101;6;0;56;113;2085
;50420;Quibou;65;2;0;156;24;113;56;81;26;2;0;27;20;573
;50421;Quinéville;32;0;0;52;12;38;16;27;5;1;0;3;7;195
;50422;Raids;11;0;0;35;6;30;8;26;3;1;0;3;6;131
;50423;Rampan;18;1;0;54;8;26;11;15;6;1;0;3;7;151
;50425;Rauville-la-Bigot;94;1;0;211;35;147;53;100;29;5;0;15;39;731
;50426;Rauville-la-Place;18;0;0;86;13;62;22;40;11;0;0;6;23;280
;50428;Reffuveille;24;0;0;73;15;55;15;52;24;0;0;12;25;296
;50429;Regnéville-sur-Mer;91;2;1;150;39;120;48;53;27;0;0;9;30;571
;50430;Reigneville-Bocage;2;0;0;5;0;6;1;2;0;0;0;0;0;16
;50431;Remilly Les Marais;50;4;1;179;27;128;40;93;32;1;0;23;36;615
;50433;Réville;120;2;1;215;31;143;48;79;30;1;0;12;43;726
;50435;Rocheville;33;0;0;136;20;84;29;56;20;0;0;6;12;396
;50436;Romagny Fontenay;98;0;0;281;55;172;70;134;27;1;0;20;30;888
;50437;Roncey;45;1;0;117;20;89;31;75;24;0;0;14;21;438
;50442;Le Rozel;18;0;0;57;14;32;11;30;9;0;0;4;6;181
;50443;Sacey;31;2;0;101;13;63;32;47;15;0;0;12;19;336
;50444;Saint-Amand-Villages;196;3;3;563;67;330;124;198;83;4;0;38;64;1674
;50445;Saint-André-de-Bohon;17;1;0;55;8;45;14;27;5;1;1;4;6;184
;50446;Saint-André-de-l'Épine;59;1;0;122;20;59;23;39;13;2;0;6;16;361
;50447;Saint-Aubin-des-Préaux;39;3;0;85;18;53;34;29;11;0;0;4;15;292
;50448;Saint-Aubin-de-Terregatte;42;0;0;114;15;88;33;54;31;2;0;19;16;413
;50450;Saint-Barthélemy;21;1;0;67;6;50;21;27;19;1;0;9;11;233
;50451;Saint-Brice;12;2;0;23;5;18;10;15;4;0;0;0;2;91
;50452;Saint-Brice-de-Landelles;57;3;0;119;17;78;32;64;24;1;0;15;17;428
;50453;Sainte-Cécile;52;1;0;190;27;125;34;68;20;0;1;12;22;553
;50454;Saint-Christophe-du-Foc;32;0;1;89;10;44;20;34;16;4;0;7;11;269
;50455;Saint-Clair-sur-l'Elle;65;4;0;189;21;98;46;98;35;4;1;17;27;605
;50456;Saint-Clément-Rancoudray;26;1;1;95;14;68;26;51;24;1;0;15;10;331
;50457;Sainte-Colombe;11;0;0;35;4;30;9;22;8;0;0;5;6;130
;50461;Saint-Cyr;12;0;0;45;6;33;11;30;5;0;0;4;7;154
;50462;Saint-Cyr-du-Bailleul;14;0;0;57;5;49;21;36;16;0;1;14;13;226
;50463;Saint-Denis-le-Gast;27;0;1;94;20;82;31;52;25;0;0;21;21;374
;50464;Saint-Denis-le-Vêtu;30;1;0;93;11;81;21;61;12;0;0;15;14;340
;50467;Saint-Floxel;32;1;0;93;13;78;25;45;19;0;2;9;16;333
;50468;Saint-Fromond;53;0;0;133;10;94;36;68;25;0;0;15;24;459
;50469;Sainte-Geneviève;34;1;0;45;4;53;20;37;7;0;0;7;10;219
;50471;Saint-Georges-de-la-Rivière;34;0;0;57;6;43;19;23;3;3;0;2;6;196
;50472;Saint-Georges-de-Livoye;15;0;0;35;2;26;6;19;7;0;0;7;7;125
;50473;Saint-Georges-d'Elle;30;2;0;66;9;53;20;34;20;2;0;8;5;250
;50474;Saint-Georges-de-Rouelley;27;1;0;99;13;67;26;45;22;0;0;19;8;327
;50475;Saint-Georges-Montcocq;133;1;1;199;52;145;76;85;17;0;0;7;22;738
;50476;Saint-Germain-d'Elle;13;0;0;36;5;39;6;21;12;0;0;4;12;148
;50478;Saint-Germain-de-Tournebut;19;0;0;69;9;64;21;46;12;0;0;9;10;259
;50479;Saint-Germain-de-Varreville;4;1;0;27;5;16;6;10;3;0;0;2;0;75
;50480;Saint-Germain-le-Gaillard;41;4;0;142;9;117;33;81;20;4;0;16;8;475
;50481;Saint-Germain-sur-Ay;88;1;0;209;22;141;49;73;27;3;0;13;41;667
;50482;Saint-Germain-sur-Sèves;8;0;0;36;3;25;8;25;6;0;1;8;4;123
;50483;Saint-Gilles;98;2;1;254;36;113;59;70;23;0;0;7;15;677
;50484;Saint-Hilaire-du-Harcouët;490;9;1;1067;162;717;348;474;163;3;0;88;200;3722
;50486;Saint-Jacques-de-Néhou;31;1;0;105;11;71;29;65;32;2;0;11;11;369
;50487;Saint-James;305;15;0;834;128;563;252;449;164;7;1;99;157;2973
;50488;Saint-Jean-de-Daye;62;1;1;124;20;63;33;45;11;1;1;15;18;395
;50489;Saint-Jean-de-la-Haize;53;1;0;105;26;71;21;41;12;3;0;10;18;362
;50490;Saint-Jean-de-la-Rivière;32;0;1;92;10;46;22;36;12;1;0;9;8;270
;50491;Saint-Jean-de-Savigny;24;0;0;71;9;55;14;23;19;0;0;6;11;232
;50492;Saint-Jean-d'Elle;181;6;0;469;59;318;130;218;87;2;0;56;62;1587
;50493;Saint-Jean-des-Champs;116;3;2;260;48;190;103;127;45;3;0;25;43;965
;50495;Saint-Jean-du-Corail-des-Bois;3;0;0;13;1;7;6;5;3;0;0;3;2;44
;50498;Saint-Joseph;70;4;0;172;30;106;57;88;23;1;0;19;17;587
;50499;Saint-Laurent-de-Cuves;32;0;0;98;5;67;24;42;12;0;0;4;13;299
;50500;Saint-Laurent-de-Terregatte;33;0;0;112;15;89;28;54;12;0;0;7;19;369
;50502;Saint-Lô;3237;53;23;4176;793;1915;1003;1010;263;86;2;139;342;13042
;50504;Saint-Louet-sur-Vire;10;0;0;34;1;36;4;20;3;0;0;4;2;113
;50505;Saint-Loup;65;1;0;148;27;85;41;67;22;1;0;11;11;481
;50506;Saint-Malo-de-la-Lande;33;0;1;77;10;60;25;38;12;2;0;7;9;275
;50507;Saint-Marcouf;31;1;1;72;14;50;25;32;17;0;0;4;12;260
;50509;Sainte-Marie-du-Mont;38;2;0;175;16;100;30;72;20;0;0;15;21;489
;50510;Saint-Martin-d'Aubigny;26;1;0;103;10;66;27;50;12;1;0;9;11;317
;50511;Saint-Martin-d'Audouville;7;0;0;23;1;24;2;16;6;0;0;0;1;80
;50512;Saint-Martin-de-Bonfossé;34;1;1;96;11;51;28;47;23;0;0;10;25;328
;50513;Saint-Martin-de-Cenilly;8;1;0;45;5;22;9;18;6;0;0;4;8;128
;50514;Chaulieu;14;0;0;40;7;36;12;24;10;0;0;10;4;157
;50517;Saint-Martin-de-Varreville;12;1;0;33;6;21;5;15;7;0;0;7;1;108
;50518;Saint-Martin-le-Bouillant;13;0;0;52;1;40;12;36;13;0;0;6;6;180
;50519;Saint-Martin-le-Gréard;59;3;1;108;14;72;29;41;13;1;0;9;11;361
;50521;Saint-Maur-des-Bois;7;0;0;26;2;24;10;18;11;0;0;2;3;104
;50522;Saint-Maurice-en-Cotentin;16;1;0;49;6;27;9;24;8;0;0;4;10;155
;50523;Sainte-Mère-Église;212;2;1;614;78;368;156;267;75;5;0;66;71;1916
;50525;Saint-Michel-de-Montjoie;24;0;0;71;4;34;9;20;8;0;0;10;12;192
;50528;Saint-Nicolas-de-Pierrepont;34;1;0;80;11;42;22;40;6;1;0;6;12;256
;50529;Saint-Nicolas-des-Bois;3;0;0;15;1;6;5;10;2;0;0;0;4;47
;50531;Saint-Ovin;56;4;2;202;18;137;47;101;36;2;0;21;33;660
;50533;Saint-Patrice-de-Claids;11;0;1;32;0;21;5;21;4;0;0;9;2;107
;50535;Le Parc;45;1;1;185;23;116;50;113;27;1;0;19;34;614
;50536;Saint-Pierre-d'Arthéglise;7;0;0;34;1;20;7;15;6;0;0;1;5;96
;50537;Saint-Pierre-de-Coutances;48;2;0;76;14;50;25;30;10;1;0;3;10;270
;50538;Saint-Pierre-de-Semilly;39;2;0;118;8;53;28;42;17;1;0;3;14;325
;50539;Saint-Pierre-Église;167;2;0;286;41;220;95;142;40;3;1;21;36;1055
;50540;Saint-Pierre-Langers;52;1;1;109;19;71;40;56;13;1;0;8;16;387
;50541;Saint-Planchers;168;11;2;264;57;178;77;115;37;4;0;25;51;990
;50542;Saint-Pois;21;3;0;97;14;70;24;38;12;1;0;9;17;306
;50543;Saint-Quentin-sur-le-Homme;139;5;0;278;41;155;75;112;40;1;0;28;38;911
;50546;Bourgvallées;281;7;4;667;97;435;187;282;88;9;1;61;106;2224
;50549;Saint-Sauveur-la-Pommeraye;20;2;0;64;17;45;20;34;7;0;0;10;6;227
;50550;Saint-Sauveur-Villages;254;13;0;592;96;453;170;268;114;10;1;57;107;2134
;50551;Saint-Sauveur-le-Vicomte;150;4;2;392;58;256;118;190;64;1;1;47;50;1334
;50552;Saint-Sébastien-de-Raids;17;1;0;68;9;56;13;17;11;0;0;2;9;203
;50553;Saint-Senier-de-Beuvron;15;0;0;47;8;44;19;33;13;0;0;8;4;190
;50554;Saint-Senier-sous-Avranches;302;4;0;377;64;171;74;74;21;3;0;16;23;1129
;50556;Sainte-Suzanne-sur-Vire;85;2;0;117;27;73;36;49;21;2;0;9;20;442
;50562;Saint-Vaast-la-Hougue;203;2;0;361;58;185;109;129;41;5;0;18;45;1156
;50563;Saint-Vigor-des-Monts;18;1;0;61;4;42;11;16;18;0;0;6;5;181
;50564;Terre-et-Marais;55;4;0;300;24;167;53;124;45;1;0;23;20;815
;50565;Sartilly-Baie-Bocage;264;9;2;526;81;314;151;215;68;11;0;45;71;1758
;50567;Saussemesnil;56;0;0;179;33;145;40;92;26;2;0;21;31;625
;50568;Saussey;41;3;0;100;15;78;26;50;13;1;0;9;15;351
;50569;Savigny;23;0;0;87;4;64;16;42;12;1;0;7;13;269
;50570;Savigny-le-Vieux;25;1;0;60;9;73;15;39;18;0;0;10;10;260
;50572;Sénoville;12;1;0;36;4;30;13;23;5;1;0;5;5;136
;50574;Servon;13;1;0;53;14;30;13;38;15;0;0;9;8;195
;50575;Sideville;97;0;0;152;35;89;40;39;11;2;0;1;12;478
;50576;Siouville-Hague;98;7;1;207;39;121;60;81;18;8;0;13;19;671
;50577;Sortosville-en-Beaumont;13;2;0;53;6;41;17;38;5;0;0;8;16;198
;50578;Sortosville;2;0;0;20;5;12;7;15;4;0;0;1;1;67
;50579;Sottevast;95;4;0;343;49;215;62;118;35;7;0;17;44;991
;50580;Sotteville;32;2;1;85;12;63;19;39;11;4;0;8;12;288
;50582;Sourdeval;203;4;0;518;82;382;188;249;84;4;0;62;120;1896
;50584;Subligny;19;2;0;62;8;56;28;35;17;0;0;11;15;255
;50585;Surtainville;101;3;0;212;38;195;60;119;40;4;0;15;35;822
;50587;Taillepied;2;0;0;1;0;3;0;1;0;0;0;1;0;8
;50588;Tamerville;45;3;0;131;10;98;35;70;18;0;0;11;6;427
;50589;Tanis;20;1;0;42;12;46;15;28;13;0;0;5;7;190
;50590;Le Tanu;28;1;0;62;6;55;21;35;12;0;0;9;18;246
;50591;Le Teilleul;107;2;1;286;29;225;87;157;57;0;0;33;64;1048
;50592;Tessy-Bocage;151;3;2;361;46;238;92;162;41;4;1;24;59;1184
;50593;Teurthéville-Bocage;36;0;0;75;20;91;39;59;22;1;0;14;13;371
;50594;Teurthéville-Hague;111;1;0;208;34;159;53;89;19;4;0;14;20;713
;50596;Théville;15;1;0;60;17;45;21;27;9;0;0;12;7;214
;50597;Tirepied-sur-Sée;54;3;1;186;19;123;54;69;31;3;0;15;17;576
;50598;Tocqueville;17;0;0;60;10;40;13;31;5;1;0;4;8;191
;50599;Tollevast;202;3;0;346;51;214;67;102;29;9;0;14;23;1059
;50601;Torigny-les-Villes;332;8;2;859;96;553;216;317;97;9;0;71;118;2676
;50603;Tourville-sur-Sienne;88;1;1;152;32;117;58;64;25;4;0;15;29;585
;50604;Tréauville;58;4;0;117;26;114;27;52;23;2;0;13;8;444
;50606;Tribehou;40;2;1;87;16;63;26;58;10;0;0;16;11;330
;50607;La Trinité;15;0;0;66;12;54;13;35;14;0;1;8;14;233
;50609;Turqueville;12;0;0;44;6;28;11;8;10;0;0;2;3;124
;50610;Urville;11;0;0;35;5;29;9;23;10;0;0;1;3;126
;50612;Vains;75;3;0;145;30;108;33;60;20;1;0;12;26;514
;50613;Valcanville;34;0;1;90;11;45;13;33;14;1;0;4;17;264
;50615;Valognes;665;18;8;1276;240;856;393;508;123;14;0;78;149;4328
;50616;Le Val-Saint-Père;246;9;1;441;100;248;142;147;53;8;1;23;42;1462
;50617;Varenguebec;21;0;0;48;11;40;20;36;8;1;0;10;7;203
;50618;Varouville;25;0;1;50;4;35;9;28;7;1;0;6;14;181
;50619;Le Vast;25;0;0;52;5;46;13;28;9;2;0;4;12;196
;50621;Vaudreville;3;0;0;11;3;11;5;9;8;0;0;0;1;52
;50624;La Vendelée;34;0;0;110;15;64;22;44;10;0;0;6;14;319
;50626;Ver;34;1;0;54;10;48;20;31;13;0;0;13;14;238
;50628;Vernix;15;0;0;22;3;18;6;19;4;0;0;3;7;98
;50629;Vesly;41;1;0;117;9;89;26;77;15;2;0;18;19;414
;50633;Le Vicel;12;0;0;26;2;19;7;9;8;1;0;3;2;89
;50634;Videcosville;7;0;0;15;3;9;6;5;6;0;0;2;0;54
;50637;Villebaudon;24;0;0;45;3;39;17;30;13;1;0;8;10;191
;50639;Villedieu-les-Poêles-Rouffigny;320;8;1;741;114;508;196;306;100;4;3;54;99;2453
;50641;Villiers-Fossard;47;1;2;141;17;82;40;59;14;1;0;10;19;432
;50643;Virandeville;85;1;0;164;35;108;64;53;28;6;1;15;27;586
;50647;Yquelon;184;4;0;245;56;124;81;72;25;3;0;16;27;837
;50648;Yvetot-Bocage;80;2;0;245;35;150;59;92;33;2;1;11;25;735
;ND;ND;104;0;1;203;23;68;31;37;8;3;0;3;6;486
;Total département;;50443;1242;294;92744;16932;59590;27515;37340;12075;1167;82;6890;12355;318671
Orne;61001;Alençon;3175;55;11;4957;903;2254;1403;1546;417;90;4;236;490;15541
;61002;Almenêches;64;0;0;131;25;66;38;50;30;1;0;9;24;439
;61005;Appenai-sous-Bellême;18;0;1;51;17;44;14;16;5;0;0;7;6;179
;61006;Argentan;1302;18;10;1783;417;1222;720;760;276;14;2;147;290;6963
;61007;Athis-Val de Rouvre;371;11;2;844;104;551;245;355;124;6;0;64;112;2791
;61008;Aube;98;1;1;195;33;121;83;103;36;1;0;22;29;723
;61010;Aubry-le-Panthou;9;0;0;13;5;22;8;9;5;0;0;2;5;79
;61011;Aubusson;42;5;0;90;24;40;24;34;7;1;0;9;16;292
;61012;Auguaise;10;0;0;41;9;22;5;18;4;0;0;5;1;115
;61013;Aunay-les-Bois;10;0;0;29;4;19;13;17;5;0;0;6;7;111
;61014;Aunou-le-Faucon;26;0;0;69;9;36;16;16;6;0;0;4;10;192
;61015;Aunou-sur-Orne;24;1;0;66;2;32;11;21;14;0;0;3;5;179
;61017;Les Authieux-du-Puits;6;0;0;16;1;7;5;3;2;0;0;3;2;46
;61018;Avernes-Saint-Gourgon;5;0;0;9;3;8;1;3;5;0;0;0;0;34
;61020;Avoine;15;0;0;48;4;33;11;27;9;0;1;8;8;164
;61021;Avrilly;9;0;0;12;5;17;7;12;5;0;0;3;6;77
;61023;Bailleul;64;1;0;111;26;81;31;64;18;0;0;16;23;435
;61024;Banvou;41;2;1;104;16;82;31;66;16;0;0;12;11;383
;61026;Barville;14;1;0;44;8;40;8;12;8;0;0;3;6;145
;61028;Bazoches-au-Houlme;32;3;0;79;10;49;26;35;14;0;0;5;13;267
;61029;Bazoches-sur-Hoëne;84;0;2;144;23;124;55;90;25;0;0;14;32;593
;61030;La Bazoque;24;0;2;45;13;43;17;20;9;0;0;4;2;180
;61032;Beaufai;20;2;0;59;10;52;22;29;9;0;1;7;20;232
;61034;Beaulieu;14;0;0;40;8;30;11;16;6;0;0;6;3;135
;61035;Beauvain;18;0;0;53;5;30;20;26;17;0;0;4;7;181
;61036;Belfonds;9;0;0;32;4;18;12;16;14;0;0;4;8;116
;61037;Bellavilliers;10;0;0;28;3;14;8;18;6;0;1;3;4;95
;61038;Bellême;135;3;1;224;40;151;90;88;24;2;0;15;37;810
;61039;La Bellière;4;1;0;21;0;17;7;9;4;0;0;7;3;74
;61040;Bellou-en-Houlme;72;1;1;164;21;147;58;115;43;0;1;14;25;661
;61041;Bellou-le-Trichard;18;0;0;36;9;21;11;30;9;0;0;7;9;150
;61043;Berd'huis;87;1;1;200;28;124;62;110;32;1;0;23;32;702
;61044;Berjou;35;0;0;64;11;65;23;41;12;1;0;16;12;281
;61046;Bizou;7;0;0;20;6;14;10;19;11;0;0;3;12;102
;61048;Boëcé;6;1;0;19;4;20;15;7;5;0;0;2;5;84
;61049;Boissei-la-Lande;8;0;0;17;2;14;7;12;7;0;1;2;2;73
;61050;Cour-Maugis sur Huisne;51;1;2;121;22;97;38;62;13;0;0;17;29;454
;61051;Boitron;28;0;0;58;6;39;17;21;16;0;0;6;6;199
;61052;Bonnefoi;19;0;0;42;3;25;9;14;6;0;1;4;3;127
;61053;Bonsmoulins;12;0;1;39;8;41;12;27;9;0;0;6;6;160
;61054;Le Bosc-Renoult;18;0;0;46;5;31;18;18;14;0;0;7;3;160
;61055;Boucé;34;2;1;119;14;64;28;58;18;1;0;17;23;379
;61056;Le Bouillon;10;0;0;29;6;30;4;22;7;1;0;3;6;117
;61060;Brethel;12;0;0;25;4;24;7;11;6;0;0;4;6;99
;61061;Bretoncelles;113;2;0;202;39;164;79;119;34;0;1;18;36;807
;61062;Brieux;1;0;0;10;2;11;3;10;4;0;0;0;3;44
;61063;Briouze;112;3;0;224;39;191;104;109;36;2;0;24;53;897
;61064;Brullemail;5;0;0;19;2;17;4;6;4;0;0;7;1;64
;61066;Buré;4;0;0;22;6;18;4;8;5;2;0;3;1;74
;61067;Bures;12;1;0;30;6;22;5;30;5;1;0;1;2;115
;61068;Bursard;19;2;0;36;6;28;11;26;4;1;0;3;6;143
;61069;Cahan;13;0;0;32;6;15;14;20;9;0;0;6;11;127
;61070;Caligny;63;3;0;158;31;109;61;66;26;2;0;21;23;564
;61071;Camembert;18;0;0;33;3;17;9;9;5;0;0;4;5;103
;61072;Canapville;20;0;0;31;8;22;6;16;6;0;0;6;3;119
;61074;Carrouges;35;1;1;88;19;66;33;35;16;0;0;18;20;333
;61075;Ceaucé;77;0;1;222;39;160;62;107;55;1;0;31;36;792
;61076;Le Cercueil;3;0;0;26;4;12;1;13;4;0;1;8;2;74
;61077;Cerisé;425;2;5;592;43;109;51;67;9;13;0;15;20;1352
;61078;Cerisy-Belle-Étoile;72;0;0;116;32;76;29;63;16;0;0;16;34;453
;61079;Ceton;102;3;3;269;46;180;82;123;52;2;0;26;52;942
;61080;Chahains;9;1;0;13;0;13;4;5;3;0;0;0;2;50
;61081;Chailloué;47;1;0;178;24;104;38;87;24;0;0;16;26;545
;61082;Le Chalange;8;0;0;13;3;11;7;8;4;0;0;1;0;56
;61084;Champcerie;10;2;0;32;3;13;7;22;0;0;0;3;5;97
;61085;Le Champ-de-la-Pierre;3;0;0;8;1;1;0;1;0;0;0;4;1;19
;61086;Les Champeaux;14;0;0;17;2;16;5;8;2;0;0;2;3;70
;61087;Champeaux-sur-Sarthe;10;2;0;33;7;28;13;9;10;0;0;2;3;117
;61088;Champ-Haut;1;1;0;12;2;3;4;2;3;0;0;3;2;33
;61089;Champosoult;5;0;0;20;2;8;4;10;3;0;0;1;2;56
;61091;Champsecret;59;4;0;159;31;121;46;77;28;3;0;7;27;561
;61092;Chandai;58;2;1;160;18;85;36;55;15;0;0;14;17;462
;61093;Chanu;89;4;0;193;34;163;68;101;43;0;0;23;40;759
;61094;La Chapelle-au-Moine;102;3;0;207;25;93;39;51;9;10;0;13;13;566
;61095;La Chapelle-Biche;36;1;0;86;24;74;35;51;17;1;0;11;13;349
;61096;Rives d'Andaine;220;7;0;577;77;370;142;201;96;4;2;54;84;1835
;61097;La Chapelle-Montligeon;49;1;0;100;21;68;22;37;17;1;0;18;15;349
;61098;La Chapelle-près-Sées;39;1;0;91;14;58;13;32;13;0;0;10;7;278
;61099;La Chapelle-Souëf;18;1;0;43;8;26;19;25;7;0;0;10;12;168
;61100;La Chapelle-Viel;23;0;0;50;8;49;14;24;8;2;0;7;9;194
;61101;Le Château-d'Almenêches;13;1;0;25;8;32;10;20;5;0;0;5;4;125
;61102;Le Châtellier;21;2;0;59;15;58;11;40;12;0;0;6;15;240
;61103;Chaumont;9;0;0;36;2;22;6;16;5;0;0;3;2;101
;61104;La Chaux;3;2;0;14;2;4;3;3;2;0;0;2;0;35
;61105;Chemilli;14;1;0;37;3;34;9;20;11;0;0;2;6;138
;61107;Ciral;18;2;0;52;10;46;36;36;20;0;1;15;19;256
;61108;Cisai-Saint-Aubin;14;0;0;36;3;20;8;11;6;0;0;1;2;102
